,Kontengruppe,Profitcenter,Profitcenter-Bezeichnung,Art,HH Art,PSP-Element,Kostenart,Kostenart Beschreibung,Betrag,Betrag_Typ,Jahr
266,Zuwendungen und allgemeine Umlagen,503,Soziale Einrichtungen,1.0,,,,,"-24.187,52",Ist,2015
267,,,,,,1.100.05.03,43210000.0,Benutzungsgebühren und ähnliche Entgelte,0,Ist,2015
268,,,,,,1.100.05.03,43210017.0,Gebühren Obdachlosenunterkünfte,966,Ist,2015
269,,,,,,1.100.05.03,43210065.0,Gebühren Asylbewerber,"-663.384,77",Ist,2015
270,,,,,,1.100.05.03,43210066.0,Gebühren Aussiedler,0,Ist,2015
271,öffentlich-rechtliche Leistungsentgelte,503,Soziale Einrichtungen,1.0,,,,,"-662.418,77",Ist,2015
272,,,,,,1.100.05.03,44619000.0,Vermischte Erträge,0,Ist,2015
273,,,,,,1.100.05.03,44810000.0,Erträge aus Kostenerstattungen etc. Land,0,Ist,2015
274,,,,,,1.100.05.03,44810003.0,Erstattung FlüAG Land,0,Ist,2015
275,,,,,,1.100.05.03,44880012.0,Erstattung von Zuschüssen,"-420,98",Ist,2015
276,Privatrechtliche Leistungsentgelte,503,Soziale Einrichtungen,1.0,,,,,"-420,98",Ist,2015
277,,,,,,,45470000.0,Verr. mit allg. Rücklage bei Sachanlagen,0,Ist,2015
278,,,,,,1.100.05.03,45470000.0,Verr. mit allg. Rücklage bei Sachanlagen,"646,98",Ist,2015
279,,,,,,1.100.05.03,45640001.0,Schadensersatzleistungen,0,Ist,2015
280,,,,,,,45720000.0,Ertr. Wertveränderung Sachanlagen,0,Ist,2015
281,,,,,,1.100.05.03,45720000.0,Ertr. Wertveränderung Sachanlagen,"-646,98",Ist,2015
282,,,,,,1.100.05.03,45820000.0,Erträge aus der Auflösung von Rückstellu,0,Ist,2015
283,,,,,,1.100.05.03,45828000.0,Auflösung Instandhaltungsrückstellungen,0,Ist,2015
284,,,,,,1.100.05.03,45831000.0,Aufhebung Niederschlagung,"-183,06",Ist,2015
285,sonstige ordentliche Erträge,503,Soziale Einrichtungen,1.0,,,,,"-183,06",Ist,2015
286,,,,,,1.100.05.03,50110000.0,Bezüge Beamte,"25.271,03",Ist,2015
287,,,,,,1.100.05.03,50120000.0,Vergütungen tariflich Beschäftigte,"200.557,95",Ist,2015
288,,,,,,1.100.05.03,50220000.0,Versorgungskassenb. tarifl. Beschäftigte,"14.952,79",Ist,2015
289,,,,,,1.100.05.03,50320000.0,Beiträge gesetzl.SV tarifl. Beschäftigte,"40.249,97",Ist,2015
290,,,,,,1.100.05.03,50410000.0,Beihilfen und Unterstützungsleistungen f,"1.525,32",Ist,2015
291,,,,,,1.100.05.03,50411000.0,Beihilf. u.a.taBesch,"39,97",Ist,2015
292,,,,,,1.100.05.03,50510000.0,Rückstellungen für Pensionsverpflichtung,"9.584,24",Ist,2015
293,,,,,,1.100.05.03,50610000.0,Rückstellungen für Beihilfen,"3.243,27",Ist,2015
294,,,,,,1.100.05.03,50710000.0,Zuf. Altersteilzeit Rückstellung Beamte,0,Ist,2015
295,,,,,,1.100.05.03,50811000.0,RS Urlaub Beamte,"3.690,85",Ist,2015
296,,,,,,1.100.05.03,50812000.0,RS Urlaub tarifl. Beschäftigte,"8.626,70",Ist,2015
297,,,,,,1.100.05.03,50813000.0,RS Überstunden Beamte,"1.352,69",Ist,2015
298,,,,,,1.100.05.03,50814000.0,RS Überstunden tarifl.Beschäftigte,"8.533,16",Ist,2015
299,,,,,,1.100.05.03,50911000.0,Zuführ. Rückstellung Besoldungsnachzahlu,0,Ist,2015
300,Personalaufwendungen,503,Soziale Einrichtungen,2.0,,,,,"317.627,94",Ist,2015
301,,,,,,1.100.05.03,51210000.0,Beitr. Versorgungsk. Versorgungsempfänge,"134,7",Ist,2015
302,,,,,,1.100.05.03,51410000.0,"Beihilfen, Unterst. Versorgungsempfänger",0,Ist,2015
303,,,,,,1.100.05.03,51510000.0,Zuf. Pensionsrückst. Versorgungsempf.,"11.116,99",Ist,2015
304,,,,,,1.100.05.03,51610000.0,Zuf. Beihilferückst. Versorgungsempf.,"3.778,31",Ist,2015
305,,,,,,1.100.05.03,51711000.0,Zuführ. Rückstellung Besoldungsnz. Verso,0,Ist,2015
306,Versorgungsaufwendungen,503,Soziale Einrichtungen,2.0,,,,,"15.030,00",Ist,2015
307,,,,,,1.100.05.03,52119000.0,Instandhaltung ZGM,"305.466,81",Ist,2015
308,,,,,,1.100.05.03,52119100.0,Asylbewerberunterkünfte ZGM,"500.000,00",Ist,2015
309,,,,,,1.100.05.03,52351000.0,Managemententgelte ZGM,"824.184,00",Ist,2015
310,,,,,,1.100.05.03,52351001.0,Asylbewerberunterkünfte ZGM,0,Ist,2015
311,,,,,,1.100.05.03,52410200.0,Bewirtschaftung ENNI,0,Ist,2015
312,,,,,,1.100.05.03,52550010.0,Einrichtung Übergangswohnheime,"439.121,42",Ist,2015
313,,,,,,1.100.05.03,52910009.0,Beseitigung Schrottfahrzeuge,0,Ist,2015
314,Aufwendungen für Sach- und Dienstleistungen,503,Soziale Einrichtungen,2.0,,,,,"2.068.772,23",Ist,2015
315,,,,,,1.100.05.03,53180012.0,Zuschuss Caritasverband,"172.221,95",Ist,2015
316,Transferaufwendungen,503,Soziale Einrichtungen,2.0,,,,,"172.221,95",Ist,2015
317,,,,,,1.100.05.03,54111000.0,Fahrtkostenerstattung Beamte,"41,28",Ist,2015
318,,,,,,1.100.05.03,54111100.0,Fahrtkostenerstattung tariflich Beschäft,0,Ist,2015
319,,,,,,1.100.05.03,54140002.0,Umzugskosten,0,Ist,2015
320,,,,,,1.100.05.03,54291000.0,Prozesskosten,0,Ist,2015
321,,,,,,1.100.05.03,54294000.0,Verwaltungskostenbeitrag RVK,"108,58",Ist,2015
322,,,,,,1.100.05.03,54310000.0,Büromaterial,"408,17",Ist,2015
323,,,,,,1.100.05.03,54311000.0,Telekommunikation,"1.803,54",Ist,2015
324,,,,,,1.100.05.03,54311200.0,Zeitungen/Fachliteratur,0,Ist,2015
325,,,,,,1.100.05.03,54311500.0,Porto,"4.398,48",Ist,2015
326,,,,,,1.100.05.03,54490001.0,Wertberichtigung von Forderungen wg.Unei,"5.472,25",Ist,2015
327,,,,,,,54710000.0,Wertveränderungen bei Sachanlagen,0,Ist,2015
328,,,,,,1.100.05.03,54710000.0,Wertveränderungen bei Sachanlagen,"1.155,54",Ist,2015
329,,,,,,,54770000.0,Verr.bei Sachanlagen mit allg. Rücklage,0,Ist,2015
330,,,,,,1.100.05.03,54770000.0,Verr.bei Sachanlagen mit allg. Rücklage,"-1.155,54",Ist,2015
331,sonstige ordentliche Aufwendungen,503,Soziale Einrichtungen,2.0,,,,,"12.232,30",Ist,2015
332,,,,,,,57113000.0,AfA auf Gebäude,0,Ist,2015
333,,,,,,1.100.05.03,57113000.0,AfA auf Gebäude,"43.207,30",Ist,2015
334,,,,,,1.100.05.03,57113001.0,Abschreibungen auf Gebäude EÖB,0,Ist,2015
335,,,,,,,57117000.0,AfA auf Betriebs- und Geschäftsausst.,0,Ist,2015
336,,,,,,1.100.05.03,57117000.0,AfA auf Betriebs- und Geschäftsausst.,"1.018,85",Ist,2015
337,,,,,,1.100.05.03,57117001.0,Afa auf Betriebs- und Geschäftsaust. EÖB,0,Ist,2015
338,Bilanzielle Aufwendungen,503,Soziale Einrichtungen,2.0,,,,,"44.226,15",Ist,2015
339,,,,,,1.100.05.04,44830002.0,Erstattung Ausgleichsabgabe,0,Ist,2015
340,Privatrechtliche Leistungsentgelte,504,Leistungen n. d. Bundesversorgungsgesetz,1.0,,,,,0,Ist,2015
341,,,,,,1.100.05.04,45820000.0,Erträge aus der Auflösung von Rückstellu,0,Ist,2015
342,sonstige ordentliche Erträge,504,Leistungen n. d. Bundesversorgungsgesetz,1.0,,,,,0,Ist,2015
343,,,,,,1.100.05.04,50110000.0,Bezüge Beamte,"81.091,37",Ist,2015
344,,,,,,1.100.05.04,50120000.0,Vergütungen tariflich Beschäftigte,"105.309,86",Ist,2015
345,,,,,,1.100.05.04,50220000.0,Versorgungskassenb. tarifl. Beschäftigte,"8.390,17",Ist,2015
346,,,,,,1.100.05.04,50320000.0,Beiträge gesetzl.SV tarifl. Beschäftigte,"21.018,32",Ist,2015
347,,,,,,1.100.05.04,50410000.0,Beihilfen und Unterstützungsleistungen f,"5.644,49",Ist,2015
348,,,,,,1.100.05.04,50411000.0,Beihilf. u.a.taBesch,"20,99",Ist,2015
349,,,,,,1.100.05.04,50510000.0,Rückstellungen für Pensionsverpflichtung,"35.466,77",Ist,2015
350,,,,,,1.100.05.04,50610000.0,Rückstellungen für Beihilfen,"12.001,82",Ist,2015
351,,,,,,1.100.05.04,50710000.0,Zuf. Altersteilzeit Rückstellung Beamte,"207,87",Ist,2015
352,,,,,,1.100.05.04,50811000.0,RS Urlaub Beamte,"-3.392,06",Ist,2015
353,,,,,,1.100.05.04,50812000.0,RS Urlaub tarifl. Beschäftigte,"968,84",Ist,2015
354,,,,,,1.100.05.04,50813000.0,RS Überstunden Beamte,"-68,46",Ist,2015
355,,,,,,1.100.05.04,50814000.0,RS Überstunden tarifl.Beschäftigte,"-93,09",Ist,2015
356,,,,,,1.100.05.04,50911000.0,Zuführ. Rückstellung Besoldungsnachzahlu,0,Ist,2015
357,Personalaufwendungen,504,Leistungen n. d. Bundesversorgungsgesetz,2.0,,,,,"266.566,89",Ist,2015
358,,,,,,1.100.05.04,51210000.0,Beitr. Versorgungsk. Versorgungsempfänge,"498,46",Ist,2015
359,,,,,,1.100.05.04,51410000.0,"Beihilfen, Unterst. Versorgungsempfänger",0,Ist,2015
360,,,,,,1.100.05.04,51510000.0,Zuf. Pensionsrückst. Versorgungsempf.,"41.138,73",Ist,2015
361,,,,,,1.100.05.04,51610000.0,Zuf. Beihilferückst. Versorgungsempf.,"13.981,76",Ist,2015
362,,,,,,1.100.05.04,51711000.0,Zuführ. Rückstellung Besoldungsnz. Verso,0,Ist,2015
363,Versorgungsaufwendungen,504,Leistungen n. d. Bundesversorgungsgesetz,2.0,,,,,"55.618,95",Ist,2015
364,,,,,,1.100.05.04,52550000.0,Unterhaltung des so. bewegl. Vermögens,0,Ist,2015
365,,,,,,1.100.05.04,52550013.0,Erwerb Vermögensgegenstände < 410 Euro,0,Ist,2015
366,Aufwendungen für Sach- und Dienstleistungen,504,Leistungen n. d. Bundesversorgungsgesetz,2.0,,,,,0,Ist,2015
367,,,,,,1.100.05.04,53180046.0,Zuschuss Leistungen Ausgleichabgabe,0,Ist,2015
368,Transferaufwendungen,504,Leistungen n. d. Bundesversorgungsgesetz,2.0,,,,,0,Ist,2015
369,,,,,,1.100.05.04,54111000.0,Fahrtkostenerstattung Beamte,"99,9",Ist,2015
370,,,,,,1.100.05.04,54111100.0,Fahrtkostenerstattung tariflich Beschäft,"340,06",Ist,2015
371,,,,,,1.100.05.04,54291000.0,Prozesskosten,0,Ist,2015
372,,,,,,1.100.05.04,54291005.0,Gutachtertätigkeit SGB IX,0,Ist,2015
373,,,,,,1.100.05.04,54294000.0,Verwaltungskostenbeitrag RVK,"401,79",Ist,2015
374,,,,,,1.100.05.04,54310000.0,Büromaterial,"426,13",Ist,2015
375,,,,,,1.100.05.04,54311000.0,Telekommunikation,"1.803,54",Ist,2015
376,,,,,,1.100.05.04,54311200.0,Zeitungen/Fachliteratur,"868,6",Ist,2015
377,,,,,,1.100.05.04,54311500.0,Porto,"4.398,48",Ist,2015
378,,,,,,,54710000.0,Wertveränderungen bei Sachanlagen,0,Ist,2015
379,,,,,,1.100.05.04,54710000.0,Wertveränderungen bei Sachanlagen,0,Ist,2015
380,,,,,,,54770000.0,Verr.bei Sachanlagen mit allg. Rücklage,0,Ist,2015
381,,,,,,1.100.05.04,54770000.0,Verr.bei Sachanlagen mit allg. Rücklage,0,Ist,2015
382,,,,,,1.100.05.04,54990002.0,Weiterleitung an den Landschaftsverband,0,Ist,2015
383,sonstige ordentliche Aufwendungen,504,Leistungen n. d. Bundesversorgungsgesetz,2.0,,,,,"8.338,50",Ist,2015
384,,,,,,,57117000.0,AfA auf Betriebs- und Geschäftsausst.,0,Ist,2015
385,,,,,,1.100.05.04,57117000.0,AfA auf Betriebs- und Geschäftsausst.,"586,1",Ist,2015
386,,,,,,1.100.05.04,57117001.0,Afa auf Betriebs- und Geschäftsaust. EÖB,0,Ist,2015
387,Bilanzielle Aufwendungen,504,Leistungen n. d. Bundesversorgungsgesetz,2.0,,,,,"586,1",Ist,2015
388,,,,,,1.100.05.05,44611003.0,Behindertenfahrdienst,0,Ist,2015
389,,,,,,1.100.05.05,44880012.0,Erstattung von Zuschüssen,0,Ist,2015
390,Privatrechtliche Leistungsentgelte,505,Förderung v. Trägern d. Wohlfahrtspflege,1.0,,,,,0,Ist,2015
391,,,,,,1.100.05.05,45820000.0,Erträge aus der Auflösung von Rückstellu,0,Ist,2015
392,sonstige ordentliche Erträge,505,Förderung v. Trägern d. Wohlfahrtspflege,1.0,,,,,0,Ist,2015
393,,,,,,1.100.05.05,50110000.0,Bezüge Beamte,"123.586,53",Ist,2015
394,,,,,,1.100.05.05,50120000.0,Vergütungen tariflich Beschäftigte,"21.053,49",Ist,2015
395,,,,,,1.100.05.05,50220000.0,Versorgungskassenb. tarifl. Beschäftigte,"1.629,76",Ist,2015
396,,,,,,1.100.05.05,50320000.0,Beiträge gesetzl.SV tarifl. Beschäftigte,"4.209,99",Ist,2015
397,,,,,,1.100.05.05,50410000.0,Beihilfen und Unterstützungsleistungen f,"7.459,50",Ist,2015
398,,,,,,1.100.05.05,50411000.0,Beihilf. u.a.taBesch,"4,2",Ist,2015
399,,,,,,1.100.05.05,50510000.0,Rückstellungen für Pensionsverpflichtung,"46.871,20",Ist,2015
400,,,,,,1.100.05.05,50610000.0,Rückstellungen für Beihilfen,"15.861,03",Ist,2015
401,,,,,,1.100.05.05,50710000.0,Zuf. Altersteilzeit Rückstellung Beamte,0,Ist,2015
402,,,,,,1.100.05.05,50811000.0,RS Urlaub Beamte,"2.962,35",Ist,2015
403,,,,,,1.100.05.05,50812000.0,RS Urlaub tarifl. Beschäftigte,"104,91",Ist,2015
404,,,,,,1.100.05.05,50813000.0,RS Überstunden Beamte,"881,88",Ist,2015
405,,,,,,1.100.05.05,50814000.0,RS Überstunden tarifl.Beschäftigte,"22,79",Ist,2015
406,,,,,,1.100.05.05,50911000.0,Zuführ. Rückstellung Besoldungsnachzahlu,0,Ist,2015
407,Personalaufwendungen,505,Förderung v. Trägern d. Wohlfahrtspflege,2.0,,,,,"224.647,63",Ist,2015
408,,,,,,1.100.05.05,51210000.0,Beitr. Versorgungsk. Versorgungsempfänge,"658,74",Ist,2015
409,,,,,,1.100.05.05,51410000.0,"Beihilfen, Unterst. Versorgungsempfänger",0,Ist,2015
410,,,,,,1.100.05.05,51510000.0,Zuf. Pensionsrückst. Versorgungsempf.,"54.366,99",Ist,2015
411,,,,,,1.100.05.05,51610000.0,Zuf. Beihilferückst. Versorgungsempf.,"18.477,63",Ist,2015
412,,,,,,1.100.05.05,51711000.0,Zuführ. Rückstellung Besoldungsnz. Verso,0,Ist,2015
413,Versorgungsaufwendungen,505,Förderung v. Trägern d. Wohlfahrtspflege,2.0,,,,,"73.503,36",Ist,2015
414,,,,,,1.100.05.05,52351000.0,Managemententgelte ZGM,"9.504,00",Ist,2015
415,,,,,,1.100.05.05,52550000.0,Unterhaltung des so. bewegl. Vermögens,0,Ist,2015
416,,,,,,1.100.05.05,52810014.0,Seniorenveranstaltungen,"4.942,24",Ist,2015
417,,,,,,1.100.05.05,52810015.0,Entwicklung Seniorenarbeit,"7.651,04",Ist,2015
418,,,,,,1.100.05.05,52810030.0,Sachleistungen SEP,0,Ist,2015
419,,,,,,1.100.05.05,52810031.0,Sachkosten Leitstelle Älterwerden,"358,75",Ist,2015
420,Aufwendungen für Sach- und Dienstleistungen,505,Förderung v. Trägern d. Wohlfahrtspflege,2.0,,,,,"22.456,03",Ist,2015
421,,,,,,1.100.05.05,53180005.0,Zuschuss Deutsche Rheumaliga,410,Ist,2015
422,,,,,,1.100.05.05,53180012.0,Zuschuss Caritasverband,0,Ist,2015
423,,,,,,1.100.05.05,53180013.0,"Zuschuss ""Frauen helfen Frauen""","11.000,00",Ist,2015
424,,,,,,1.100.05.05,53180014.0,Zuschuss Verband freier Wohlfahrtspflege,0,Ist,2015
425,,,,,,1.100.05.05,53180015.0,Zuschuss Telefonseelsorge,500,Ist,2015
426,,,,,,1.100.05.05,53180017.0,Zuschuss Behindertenvereine,"2.123,00",Ist,2015
427,,,,,,1.100.05.05,53180020.0,Zuschuss Guttempler Orden,608,Ist,2015
428,,,,,,1.100.05.05,53180022.0,Zuschuss Arbeitslosenzentrum,"1.521,00",Ist,2015
429,,,,,,1.100.05.05,53180023.0,Zuschuss Tuwas Genossenschaft,"10.000,00",Ist,2015
430,,,,,,1.100.05.05,53180024.0,Zuschuss Begegnungs- u. Beratungszentren,"362.700,00",Ist,2015
431,,,,,,1.100.05.05,53180025.0,Zuschuss Seniorenbüro Repelen,0,Ist,2015
432,,,,,,1.100.05.05,53180026.0,Zuschuss Kriegsblinde,25,Ist,2015
433,,,,,,1.100.05.05,53180035.0,Zuschuss freiwillige Zentrale,"25.644,00",Ist,2015
434,,,,,,1.100.05.05,53180036.0,Zuschuss MALZ,"4.489,00",Ist,2015
435,,,,,,1.100.05.05,53180038.0,Zuschuss Behindertenbegegnungszentrum,"34.700,00",Ist,2015
436,,,,,,1.100.05.05,53180039.0,Zuschuss Behindertenfahrdienst,"14.971,54",Ist,2015
437,Transferaufwendungen,505,Förderung v. Trägern d. Wohlfahrtspflege,2.0,,,,,"468.691,54",Ist,2015
438,,,,,,1.100.05.05,54111000.0,Fahrtkostenerstattung Beamte,"387,3",Ist,2015
439,,,,,,1.100.05.05,54111100.0,Fahrtkostenerstattung tariflich Beschäft,0,Ist,2015
440,,,,,,1.100.05.05,54130005.0,Dienstreisen SEP,"124,4",Ist,2015
441,,,,,,1.100.05.05,54130006.0,Dienstreise Leitstelle Älterwerden,"788,6",Ist,2015
442,,,,,,1.100.05.05,54291000.0,Prozesskosten,0,Ist,2015
443,,,,,,1.100.05.05,54294000.0,Verwaltungskostenbeitrag RVK,"530,99",Ist,2015
444,,,,,,1.100.05.05,54310000.0,Büromaterial,"38,08",Ist,2015
445,,,,,,1.100.05.05,54311000.0,Telekommunikation,"1.803,54",Ist,2015
446,,,,,,1.100.05.05,54311200.0,Zeitungen/Fachliteratur,0,Ist,2015
447,,,,,,1.100.05.05,54311500.0,Porto,"4.398,48",Ist,2015
448,,,,,,1.100.05.05,54313000.0,Mitgliedsbeiträge,500,Ist,2015
449,sonstige ordentliche Aufwendungen,505,Förderung v. Trägern d. Wohlfahrtspflege,2.0,,,,,"8.571,39",Ist,2015
450,,,,,,,57117000.0,AfA auf Betriebs- und Geschäftsausst.,0,Ist,2015
451,,,,,,1.100.05.05,57117000.0,AfA auf Betriebs- und Geschäftsausst.,"496,69",Ist,2015
452,,,,,,1.100.05.05,57117001.0,Afa auf Betriebs- und Geschäftsaust. EÖB,0,Ist,2015
453,Bilanzielle Aufwendungen,505,Förderung v. Trägern d. Wohlfahrtspflege,2.0,,,,,"496,69",Ist,2015
454,,,,,,1.100.05.06,44880029.0,Erstattung Betreuungskosten,0,Ist,2015
455,Privatrechtliche Leistungsentgelte,506,Betreuung n. d. Betreuungsgesetz,1.0,,,,,0,Ist,2015
456,,,,,,1.100.05.06,45820000.0,Erträge aus der Auflösung von Rückstellu,0,Ist,2015
457,sonstige ordentliche Erträge,506,Betreuung n. d. Betreuungsgesetz,1.0,,,,,0,Ist,2015
458,,,,,,1.100.05.06,50110000.0,Bezüge Beamte,"134.785,39",Ist,2015
459,,,,,,1.100.05.06,50120000.0,Vergütungen tariflich Beschäftigte,"91.329,11",Ist,2015
460,,,,,,1.100.05.06,50220000.0,Versorgungskassenb. tarifl. Beschäftigte,"7.396,45",Ist,2015
461,,,,,,1.100.05.06,50320000.0,Beiträge gesetzl.SV tarifl. Beschäftigte,"16.976,76",Ist,2015
462,,,,,,1.100.05.06,50410000.0,Beihilfen und Unterstützungsleistungen f,"8.135,44",Ist,2015
463,,,,,,1.100.05.06,50411000.0,Beihilf. u.a.taBesch,"18,24",Ist,2015
464,,,,,,1.100.05.06,50510000.0,Rückstellungen für Pensionsverpflichtung,"51.118,46",Ist,2015
465,,,,,,1.100.05.06,50610000.0,Rückstellungen für Beihilfen,"17.298,29",Ist,2015
466,,,,,,1.100.05.06,50710000.0,Zuf. Altersteilzeit Rückstellung Beamte,"11.336,66",Ist,2015
467,,,,,,1.100.05.06,50720000.0,Zuf. ATZ-RS tBesch,0,Ist,2015
468,,,,,,1.100.05.06,50811000.0,RS Urlaub Beamte,"-4.562,01",Ist,2015
469,,,,,,1.100.05.06,50812000.0,RS Urlaub tarifl. Beschäftigte,"-966,02",Ist,2015
470,,,,,,1.100.05.06,50813000.0,RS Überstunden Beamte,"115,36",Ist,2015
471,,,,,,1.100.05.06,50814000.0,RS Überstunden tarifl.Beschäftigte,"585,79",Ist,2015
472,,,,,,1.100.05.06,50911000.0,Zuführ. Rückstellung Besoldungsnachzahlu,0,Ist,2015
473,Personalaufwendungen,506,Betreuung n. d. Betreuungsgesetz,2.0,,,,,"333.567,92",Ist,2015
474,,,,,,1.100.05.06,51210000.0,Beitr. Versorgungsk. Versorgungsempfänge,"718,44",Ist,2015
475,,,,,,1.100.05.06,51410000.0,"Beihilfen, Unterst. Versorgungsempfänger",0,Ist,2015
476,,,,,,1.100.05.06,51510000.0,Zuf. Pensionsrückst. Versorgungsempf.,"59.293,48",Ist,2015
477,,,,,,1.100.05.06,51610000.0,Zuf. Beihilferückst. Versorgungsempf.,"20.151,99",Ist,2015
478,,,,,,1.100.05.06,51711000.0,Zuführ. Rückstellung Besoldungsnz. Verso,0,Ist,2015
479,Versorgungsaufwendungen,506,Betreuung n. d. Betreuungsgesetz,2.0,,,,,"80.163,91",Ist,2015
480,,,,,,1.100.05.06,52550000.0,Unterhaltung des so. bewegl. Vermögens,0,Ist,2015
481,Aufwendungen für Sach- und Dienstleistungen,506,Betreuung n. d. Betreuungsgesetz,2.0,,,,,0,Ist,2015
482,,,,,,1.100.05.06,53180006.0,Zuschuss Betreuungsvereine,"163.671,71",Ist,2015
483,Transferaufwendungen,506,Betreuung n. d. Betreuungsgesetz,2.0,,,,,"163.671,71",Ist,2015
484,,,,,,1.100.05.06,54111000.0,Fahrtkostenerstattung Beamte,"1.005,03",Ist,2015
485,,,,,,1.100.05.06,54111100.0,Fahrtkostenerstattung tariflich Beschäft,"20,39",Ist,2015
486,,,,,,1.100.05.06,54120001.0,Dienst-/Schutzkleidung,0,Ist,2015
487,,,,,,1.100.05.06,54291000.0,Prozesskosten,0,Ist,2015
488,,,,,,1.100.05.06,54294000.0,Verwaltungskostenbeitrag RVK,"579,11",Ist,2015
489,,,,,,1.100.05.06,54310000.0,Büromaterial,"416,47",Ist,2015
490,,,,,,1.100.05.06,54311000.0,Telekommunikation,"1.803,54",Ist,2015
491,,,,,,1.100.05.06,54311200.0,Zeitungen/Fachliteratur,116,Ist,2015
492,,,,,,1.100.05.06,54311500.0,Porto,"4.398,48",Ist,2015
493,sonstige ordentliche Aufwendungen,506,Betreuung n. d. Betreuungsgesetz,2.0,,,,,"8.339,02",Ist,2015
494,,,,,,,57117000.0,AfA auf Betriebs- und Geschäftsausst.,0,Ist,2015
495,,,,,,1.100.05.06,57117000.0,AfA auf Betriebs- und Geschäftsausst.,"447,21",Ist,2015
496,,,,,,1.100.05.06,57117001.0,Afa auf Betriebs- und Geschäftsaust. EÖB,0,Ist,2015
497,Bilanzielle Aufwendungen,506,Betreuung n. d. Betreuungsgesetz,2.0,,,,,"447,21",Ist,2015
498,,,,,,1.100.05.06,58110001.0,ILV Medienpool,0,Ist,2015
499,Aufwendungen aus internen Leistungsbeziehungen,506,Betreuung n. d. Betreuungsgesetz,5.0,,,,,0,Ist,2015
500,,,,,,1.100.05.08,42110000.0,Kostenersatz a.E.,0,Ist,2015
501,,,,,,1.100.05.08,42110001.0,Kostenbeiträge a.v.E,0,Ist,2015
502,,,,,,1.100.05.08,42110002.0,Ersatzleistungen Unterhaltspflichtige,"-8.556,80",Ist,2015
503,,,,,,1.100.05.08,42110003.0,Ersatzleistungen Sozialleistungsträger,"-65.389,87",Ist,2015
504,,,,,,1.100.05.08,42110004.0,Ersatzleistungen sonst. Pflichtige,0,Ist,2015
505,,,,,,1.100.05.08,42110005.0,Rückzahlung überzahlter Sozialhilfe,"-29.025,81",Ist,2015
506,,,,,,1.100.05.08,42110010.0,Rückzahlung Darlehen,"-20.853,66",Ist,2015
507,,,,,,1.100.05.08,42110011.0,Abwicklung Altfälle BSHG,"-51.178,63",Ist,2015
508,,,,,,1.100.05.08,42210001.0,Kostenbeiträge i. E.,0,Ist,2015
509,,,,,,1.100.05.08,42210002.0,Ersatzleistungen Unterhaltspflichtige,0,Ist,2015
510,,,,,,1.100.05.08,42210006.0,Rückzahlung überzahlter Sozialhilfe HzLu,"-2.827,51",Ist,2015
511,sonstige Transfererträge,508,Hilfe zum Lebensunterhalt,1.0,,,,,"-177.832,28",Ist,2015
512,,,,,,1.100.05.08,45640002.0,Erstattung Versicherung HzL in Einrichtu,0,Ist,2015
513,,,,,,1.100.05.08,45820000.0,Erträge aus der Auflösung von Rückstellu,0,Ist,2015
514,,,,,,1.100.05.08,45829001.0,Erträge aus der Auflösung RS Prozesskost,-950,Ist,2015
515,sonstige ordentliche Erträge,508,Hilfe zum Lebensunterhalt,1.0,,,,,-950,Ist,2015
516,,,,,,1.100.05.08,50110000.0,Bezüge Beamte,"115.583,47",Ist,2015
517,,,,,,1.100.05.08,50120000.0,Vergütungen tariflich Beschäftigte,"30.047,85",Ist,2015
518,,,,,,1.100.05.08,50220000.0,Versorgungskassenb. tarifl. Beschäftigte,"2.345,69",Ist,2015
519,,,,,,1.100.05.08,50320000.0,Beiträge gesetzl.SV tarifl. Beschäftigte,"6.027,23",Ist,2015
520,,,,,,1.100.05.08,50410000.0,Beihilfen und Unterstützungsleistungen f,"6.976,44",Ist,2015
521,,,,,,1.100.05.08,50411000.0,Beihilf. u.a.taBesch,"5,99",Ist,2015
522,,,,,,1.100.05.08,50510000.0,Rückstellungen für Pensionsverpflichtung,"43.835,97",Ist,2015
523,,,,,,1.100.05.08,50610000.0,Rückstellungen für Beihilfen,"14.833,92",Ist,2015
524,,,,,,1.100.05.08,50710000.0,Zuf. Altersteilzeit Rückstellung Beamte,0,Ist,2015
525,,,,,,1.100.05.08,50811000.0,RS Urlaub Beamte,"-743,97",Ist,2015
526,,,,,,1.100.05.08,50812000.0,RS Urlaub tarifl. Beschäftigte,"-163,01",Ist,2015
527,,,,,,1.100.05.08,50813000.0,RS Überstunden Beamte,"305,35",Ist,2015
528,,,,,,1.100.05.08,50814000.0,RS Überstunden tarifl.Beschäftigte,"-23,51",Ist,2015
529,Personalaufwendungen,508,Hilfe zum Lebensunterhalt,2.0,,,,,"219.031,42",Ist,2015
530,,,,,,1.100.05.08,51210000.0,Beitr. Versorgungsk. Versorgungsempfänge,"616,09",Ist,2015
531,,,,,,1.100.05.08,51410000.0,"Beihilfen, Unterst. Versorgungsempfänger",0,Ist,2015
532,,,,,,1.100.05.08,51510000.0,Zuf. Pensionsrückst. Versorgungsempf.,"50.846,36",Ist,2015
533,,,,,,1.100.05.08,51610000.0,Zuf. Beihilferückst. Versorgungsempf.,"17.281,08",Ist,2015
534,Versorgungsaufwendungen,508,Hilfe zum Lebensunterhalt,2.0,,,,,"68.743,53",Ist,2015
